,0
36094,20%
36095,1.8%
36096,0.6%
36097,3.3%
36098,0.2%
36099,2.5%
36100,10%
36101,8.8%
36102,4.1%
36103,5.4%
36104,6.0%
36105,9.9%
36106,51%
36107,49%
36108,240%
36109,10%
36110,-3%
36111,10%
36112,30%
36113,52%
36114,70%
36115,76%
36116,50%
36117,100%
36118,-0.25%
36119,0.2%
36120,1.7%
36121,1.9%
36122,19%
36123,1.27%
36124,1.2%
36125,1.25%
36126,1.27%
36127,1.2%
36128,1.27%
36129,1.2%
36130,1.25%
36131,2.68%
36132,2.53%
36133,3.54%
36134,3.79%
36135,3.78%
36136,19%
36137,20%
36138,20%
36139,95%
36140,-8%
36141,52%
36142,48%
36143,12%
36144,2.5%
36145,-1%
36146,-1%
36147,12%
36148,2.25%
36149,35.1%
36150,72.0%
36151,74.4%
36152,10%
36153,500%
36154,0.2%
36155,0.4%
36156,0.2%
36157,0.0%
36158,0.2%
36159,1.7%
36160,1.9%
36161,0.07%
36162,18%
36163,10%
36164,10%
36165,25%
36166,17%
36167,4.5%
36168,37%
36169,24%
36170,52%
36171,48%
36172,6.2%
36173,0.4%
36174,0.3%
36175,11%
36176,0.6%
36177,0.5%
36178,0.1%
36179,0.14%
36180,60%
36181,18.7%
36182,73%
36183,71.6%
36184,7.7%
36185,6.2%
36186,73.1%
36187,0.6%
36188,1.5%
36189,99%
36190,54-46%
36191,50%
36192,32%
36193,26%
36194,34%
36195,44%
36196,30%
36197,200%
36198,14.4%
36199,3.6%
36200,18%
36201,12%
36202,17%
36203,18%
36204,12%
36205,84%
36206,87%
36207,12%
36208,11%
36209,10.9%
36210,14.%
36211,60%
36212,17.7%
36213,78%
36214,3.6%
36215,4.23%
36216,4.12%
36217,3.37%
36218,3.26%
36219,10%
36220,3.2%
36221,1.6%
36222,5.3%
36223,30%
36224,7.4%
36225,14.4%
36226,5.2%
36227,12%
36228,14%
36229,40%
36230,12%
36231,-4%
36232,2.5%
36233,-4.5%
36234,3.9%
36235,0.5%
36236,0.8%
36237,67%
36238,18%
36239,11%
36240,53%
36241,15%
36242,42%
36243,1.5%
36244,52%
36245,1.375%
36246,14.4%
36247,5.2%
36248,5.6%
36249,4.2%
36250,16.8%
36251,1.4%
36252,1.7%
36253,1.5%
36254,7.9%
36255,11.2%
36256,9.7%
36257,30%
36258,30%
36259,1.1%
36260,0.8%
36261,1.3%
36262,1.70%
36263,2.13%
36264,3.87%
36265,500%
36266,30%
36267,-1.1%
36268,-23%
36269,-1.1%
36270,-22.9%
36271,25%
36272,14%
36273,32%
36274,36%
36275,38%
36276,45%
36277,32%
36278,15%
36279,38%
36280,2.7%
36281,1.7%
36282,4.2%
36283,69%
36284,17%
36285,56%
36286,6.5%
36287,6.3%
36288,3.7%
36289,0.8%
36290,3.87%
36291,60%
36292,43%
36293,40%
36294,0.4%
36295,0.05%
36296,36%
36297,4.5%
36298,65%
36299,89%
36300,65%
36301,20%
36302,100%
36303,100%
36304,30%
36305,55%
36306,1.5%
36307,37%
36308,16%
36309,55%
36310,45%
36311,1.35%
36312,0.54%
36313,0.91%
36314,55%
36315,45%
36316,45%
36317,0.33%
36318,0.71%
36319,1.5%
36320,40%
36321,22.4%
36322,55%
36323,0.7%
36324,36.3%
36325,74%
36326,2.0%
36327,3.5%
36328,2.0%
36329,2.5%
36330,55%
36331,13%
36332,50%
36333,50%
36334,95%
36335,10%
36336,61%
36337,44%
36338,33%
36339,3.87%
36340,3.5%
36341,19%
36342,11%
36343,14%
36344,70%
36345,77%
36346,54%
36347,43.7%
36348,24.4%
36349,11%
36350,22%
36351,100%
36352,14%
36353,20%
36354,16%
36355,80%
36356,79%
36357,21%
36358,80%
36359,14%
36360,52%
36361,17%
36362,57%
36363,26%
36364,25%
36365,36%
36366,80%
36367,15%
36368,13%
36369,10.3%
36370,4.4%
36371,5.5%
36372,1.8%
36373,11.6%
36374,-6%
36375,6.5%
36376,25%
36377,20%
36378,75%
36379,57%
36380,73%
36381,42%
36382,33%
36383,97.3%
36384,96.7%
36385,84.5%
36386,82.6%
36387,75.7%
36388,65.6%
36389,56.4%
36390,55.5%
36391,59.9%
36392,48%
36393,99.6%
36394,97.9%
36395,94.9%
36396,93.9%
36397,88.1%
36398,19.3%
36399,18.2%
36400,17.5%
36401,34.7%
36402,34.4%
36403,30.9%
36404,30.5%
36405,1.5%
36406,10%
36407,17%
36408,10%
36409,46%
36410,19.2%
36411,16.5%
36412,17%
36413,99%
36414,65%
36415,100%
36416,100%
36417,0.59%
36418,2.59%
36419,1.04%
36420,2.19%
36421,28%
36422,24%
36423,45%
36424,50%
36425,0.8%
36426,1.3%
36427,1.6%
36428,10%
36429,14%
36430,65%
36431,12%
36432,37%
36433,38%
36434,1.8%
36435,4.8%
36436,1.7%
36437,0.83%
36438,38%
36439,28%
36440,17%
36441,15%
36442,10%
36443,25%
36444,1.7%
36445,1.6%
36446,23%
36447,37%
36448,38%
36449,0.23%
36450,0.11%
36451,0.48%
36452,1.44%
36453,0.71%
36454,37%
36455,22%
36456,11%
36457,7.1%
36458,5.1%
36459,10%
36460,78%
36461,42%
36462,8.4%
36463,250%
36464,55%
36465,40%
36466,40%
36467,15%
36468,50%
36469,55%
36470,0.05%
36471,20%
36472,443%
36473,4.3%
36474,20%
36475,0.75%
36476,1.5%
36477,0.1%
36478,0.5%
36479,0.4%
36480,4.4%
36481,5.1%
36482,7.8%
36483,10%
36484,12%
36485,72%
36486,72%
36487,12%
36488,12%
36489,0.1%
36490,0.5%
36491,0.4%
36492,4.4%
36493,5.1%
36494,7.8%
36495,10%
36496,12%
36497,10%
36498,7.9%
36499,20%
36500,10%
36501,10%
36502,4.7%
36503,9.7%
36504,12.2%
36505,65%
36506,56%
36507,55%
36508,82%
36509,46%
36510,33%
36511,21%
36512,15%
36513,5.5%
36514,80%
36515,1.6%
36516,30%
36517,98.7%
36518,7.5%
36519,10.31%
36520,5.22%
36521,8.15%
36522,25%
36523,49%
36524,0.82%
36525,0.1%
36526,0.5%
36527,0.4%
36528,1.3%
36529,1.2%
36530,30%
36531,1.62%
36532,1.26%
36533,0.63%
36534,1.12%
36535,0.56%
36536,7.5%
36537,0.49%
36538,0.71%
36539,39.7%
36540,31.6%
36541,29.6%
36542,30%
36543,12%
36544,23%
36545,2.49%
36546,47%
36547,30%
36548,30%
36549,28.8%
36550,20.2%
36551,15.4%
36552,11%
36553,8.9%
36554,13.9%
36555,12.3%
36556,30%
36557,18%
36558,20%
36559,16%
36560,60%
36561,26%
36562,3.3%
36563,40%
36564,15.4%
36565,19%
36566,60%
36567,37%
36568,60%
36569,40%
36570,37%
36571,63%
36572,1.6%
36573,1.5%
36574,39.7%
36575,13.7%
36576,25%
36577,18%
36578,4.4%
36579,50%
36580,2.1%
36581,3.9%
36582,7.6%
36583,170%
36584,7.4%
36585,16%
36586,70%
36587,75%
36588,81%
36589,65%
36590,65%
36591,61%
36592,70%
36593,68%
36594,-3.9%
36595,-3.2%
36596,5.7%
36597,0.9%
36598,0.6%
36599,1.9%
36600,10%
36601,19.39%
36602,172%
36603,13%
36604,25%
36605,10%
36606,10%
36607,10%
36608,10%
36609,12%
36610,1.7%
36611,44.4%
36612,10%
36613,25%
36614,25%
36615,11%
36616,19%
36617,9.5%
36618,-250%
36619,7.5%
36620,-0.25%
36621,18%
36622,78%
36623,93%
36624,82%
36625,20%
36626,93%
36627,70%
36628,25%
36629,10%
36630,7.5%
36631,29%
36632,10%
36633,10%
36634,85%
36635,72%
36636,35%
36637,6-7%
36638,40%
36639,32%
36640,40%
36641,2.2%
36642,9-7.6%
36643,7.27%
36644,9.4%
36645,80%
36646,11%
36647,45%
36648,55%
36649,18%
36650,4.4%
36651,50%
36652,84.3%
36653,2.4%
36654,250%
36655,7.5%
36656,2.11%
36657,20.7%
36658,6.9%
36659,60.5%
36660,0.31%
36661,0.09%
36662,0.19%
36663,0.35%
36664,0.24%
36665,0.5%
36666,95%
36667,50%
36668,18.2%
36669,22.6%
36670,0.7%
36671,1.9%
36672,15%
36673,50%
36674,23%
36675,17%
36676,0.25%
36677,6.3%
36678,4.5%
36679,450%
36680,26%
36681,3.3%
36682,55%
36683,20%
36684,18%
36685,50%
36686,200%
36687,56%
36688,6.5%
36689,36%
36690,0.8%
36691,1.7%
36692,1.9%
36693,59%
36694,50%
36695,57%
36696,95%
36697,1.6%
36698,1.4%
36699,72%
36700,62%
36701,1.7%
36702,1.4%
36703,2.3%
36704,2.3%
36705,18.2%
36706,22.6%
36707,0.7%
36708,40%
36709,50%
36710,40%
36711,50%
36712,50%
36713,10%
36714,30%
36715,50%
36716,36%
36717,80%
36718,18.2%
36719,18%
36720,22.6%
36721,22.6%
36722,0.7%
36723,-0.8%
36724,0.5%
36725,17.2%
36726,7.5%
36727,1.28%
36728,0.18%
36729,0.22%
36730,0.32%
36731,0.28%
36732,48%
36733,0.3%
36734,26%
36735,20%
36736,4.8%
36737,97%
36738,13.5%
36739,50%
36740,99%
36741,47%
36742,20%
36743,25%
36744,3.7%
36745,3.6%
36746,42%
36747,4.6%
36748,4.2%
36749,12.2%
36750,14%
36751,10%
36752,2.49%
36753,2.55%
36754,80%
36755,80%
36756,79%
36757,21%
36758,80%
36759,80%
36760,42%
36761,4.6%
36762,4.2%
36763,12.2%
36764,14%
36765,10%
36766,2.49%
36767,2.55%
36768,2.1%
36769,1.9%
36770,1.5%
36771,0.8%
36772,28%
36773,58%
36774,51%
36775,43.9%
36776,25%
36777,6.5%
36778,10%
36779,30%
36780,8.5%
36781,2.5%
36782,1.8%
36783,43%
36784,100%
36785,35%
36786,35%
36787,61%
36788,35%
36789,64%
36790,90%
36791,121%
36792,8.8%
36793,84%
36794,10%
36795,46.6%
36796,14%
36797,10%
36798,14%
36799,23%
36800,15%
36801,35.5%
36802,15%
36803,35.5%
36804,10%
36805,19%
36806,50%
36807,33%
36808,37%
36809,1.5%
36810,233%
36811,48.8%
36812,53.2%
36813,60%
36814,55%
36815,15%
36816,25%
36817,30%
36818,40%
36819,37%
36820,40%
36821,0.0000009%
36822,19%
36823,4.6%
36824,4.2%
36825,4.6%
36826,42%
36827,90%
36828,0.88%
36829,0.38%
36830,0.67%
36831,0.04%
36832,0.15%
36833,4.6%
36834,3.1%
36835,1.1%
36836,59.6%
36837,25%
36838,15%
36839,42%
36840,20%
36841,35%
36842,10%
36843,10%
36844,54%
36845,1.2%
36846,6.1%
36847,6.1%
36848,0.2%
36849,2.2%
36850,0.25%
36851,6.0%
36852,13%
36853,90%
36854,80%
36855,80%
36856,5.5%
36857,80%
36858,1.6%
36859,30%
36860,98.7%
36861,78%
36862,93%
36863,82%
36864,20%
36865,93%
36866,70%
36867,25%
36868,99%
36869,85%
36870,36%
36871,30%
36872,20%
36873,39%
36874,2.5%
36875,8.8%
36876,4.5%
36877,44%
36878,34%
36879,11%
36880,3.5%
36881,5.5%
36882,1.2%
36883,70%
36884,10%
36885,20%
36886,10%
36887,20%
36888,13%
36889,80%
36890,37%
36891,32%
36892,15%
36893,50%
36894,80%
36895,50%
36896,80%
36897,9.2%
36898,5.5%
36899,50%
36900,90%
36901,7.5%
36902,0.1%
36903,1.5%
36904,0.5%
36905,0.3%
36906,1.6%
36907,2.5%
36908,0.5%
36909,4.1%
36910,11%
36911,6.5%
36912,1.7%
36913,0.8%
36914,0.4%
36915,38%
36916,39%
36917,97%
36918,20%
36919,2.5%
36920,20%
36921,80%
36922,20%
36923,20%
36924,80%
36925,0.5%
36926,-0.2%
36927,0.4%
36928,1.5%
36929,4.5%
36930,2.2%
36931,3.4%
36932,1.7%
36933,0.1%
36934,1.7%
36935,2.2%
36936,15%
36937,250%
36938,5.8%
36939,5.3%
36940,5.5%
36941,80%
36942,69%
36943,78%
36944,67%
36945,62%
36946,23%
36947,200%
36948,172%
36949,1.5%
36950,15%
36951,10%
36952,-0.4%
36953,10%
36954,50%
36955,35%
36956,15%
36957,15%
36958,15%
36959,45%
36960,90%
36961,172%
36962,4.1%
36963,0.5%
36964,1.4%
36965,3.3%
36966,2.7%
36967,2.3%
36968,0.1%
36969,1.5%
36970,0.5%
36971,0.3%
36972,1.6%
36973,2.5%
36974,0.5%
36975,4.1%
36976,11%
36977,14.7%
36978,37.3%
36979,0.5%
36980,0.3%
36981,0.3%
36982,0.4%
36983,0.1%
36984,1.5%
36985,1.6%
36986,2.5%
36987,0.1%
36988,1.1%
36989,2.5%
36990,0.22%
36991,0.24%
36992,0.13%
36993,1.90%
36994,87%
36995,3.3%
36996,2.3%
36997,2.1%
36998,79%
36999,0.83%
37000,1.9%
37001,42%
37002,20%
37003,12%
37004,0.7%
37005,95%
37006,40%
37007,0.3%
37008,0.7%
37009,0.2%
37010,0.3%
37011,80%
37012,22.5%
37013,25%
37014,89.9%
37015,25%
37016,22.5%
37017,2.5%
37018,11%
37019,14%
37020,14.5%
37021,6.5%
37022,20%
37023,0.5%
37024,6.75%
37025,7.4%
37026,12%
37027,-13%
37028,500%
37029,-14.2%
37030,65%
37031,99%
37032,30%
37033,-5%
37034,12%
37035,-13%
37036,7.5%
37037,20%
37038,20%
37039,12%
37040,-13%
37041,6.1%
37042,18.1%
37043,7.5%
37044,94%
37045,54%
37046,0.5%
37047,6.75%
37048,7.4%
37049,0.2%
37050,8.1%
37051,1.0%
37052,0.3%
37053,0.1%
37054,4.3%
37055,1.5%
37056,16.8%
37057,1.8%
37058,14.6%
37059,1.1%
37060,13.4%
37061,2.5%
37062,29.4%
37063,19.4%
37064,10%
37065,67.3%
37066,3.4%
37067,19%
37068,0.75%
37069,0.3%
37070,1.5%
37071,1.28%
37072,0.84%
37073,0.98%
37074,0.47%
37075,0.15%
37076,11%
37077,19%
37078,10%
37079,75%
37080,20%
37081,61%
37082,15%
37083,19%
37084,26%
37085,23.3%
37086,51.5%
37087,53.7%
37088,7.6%
37089,8.2%
37090,12.5%
37091,10%
37092,12.5%
37093,1.4%
37094,0.3%
37095,0.4%
37096,0.48%
37097,0.04%
37098,0.46%
37099,0.42%
37100,0.11%
37101,0.84%
37102,0.94%
37103,0.15%
37104,0.18%
37105,0.8%
37106,0.3%
37107,0.1%
37108,7.35%
37109,50%
37110,10%
37111,2.4%
37112,3.11%
37113,10%
37114,0.94%
37115,0.8%
37116,0.5%
37117,18%
37118,30%
37119,10%
37120,2.4%
37121,3.11%
37122,10%
37123,0.94%
37124,0.8%
37125,0.5%
37126,18%
37127,30%
37128,16%
37129,19%
37130,16%
37131,19.4%
37132,18.5%
37133,17%
37134,0.5%
37135,1.6%
37136,1.2%
37137,10%
37138,10%
37139,64%
37140,77.5%
37141,94%
37142,70%
37143,69%
37144,66%
37145,66%
37146,56%
37147,13%
37148,12%
37149,3.6%
37150,19%
37151,40%
37152,0.5%
37153,20%
37154,12%
37155,3.6%
37156,10%
37157,0.6%
37158,40%
37159,40.5%
37160,41%
37161,1.5%
37162,3.5%
37163,29.6%
37164,20%
37165,2.5%
37166,+34%
37167,1.4%
37168,0.93%
37169,0.93%
37170,0.3%
37171,0.38%
37172,0.46%
37173,0.11%
37174,0.56%
37175,22%
37176,-0.2%
37177,22%
37178,57%
37179,70%
37180,2.55%
37181,50%
37182,4.46%
37183,3.81%
37184,100%
37185,0.17%
37186,0.07%
37187,0.09%
37188,0.26%
37189,0.34%
37190,0.56%
37191,0.04%
37192,30%
37193,30%
37194,12%
37195,40%
37196,60%
37197,26.9%
37198,13%
37199,93%
37200,65%
37201,35%
37202,20%
37203,-30%
37204,40%
37205,65%
37206,0.4%
37207,27%
37208,27%
37209,1.4%
37210,31.5%
37211,40%
37212,3.5%
37213,13%
37214,4.8%
37215,60%
37216,82.9%
37217,17%
37218,90%
37219,90.3%
37220,20%
37221,177%
37222,11%
37223,13%
37224,34%
37225,10%
37226,9.9%
37227,25%
37228,25%
37229,65%
37230,25%
37231,13%
37232,3.92%
37233,10.67%
37234,9.22%
37235,75%
37236,24%
37237,66.4%
37238,47.5%
37239,95%
37240,20%
37241,100%
37242,100%
37243,100%
37244,100%
37245,3.7%
37246,49%
37247,20%
37248,10%
37249,10.1%
37250,9.5%
37251,10.5%
37252,18.2%
37253,100%
37254,2.4%
37255,10%
37256,0.32%
37257,0.05%
37258,0.63%
37259,1.10%
37260,0.23%
37261,0.87%
37262,1.47%
37263,1.94%
37264,2.94%
37265,35%
37266,-5.4%
37267,2.6%
37268,14%
37269,20%
37270,1.5%
37271,0.33%
37272,0.14%
37273,0.36%
37274,1.28%
37275,2.61%
37276,10%
37277,8.7%
37278,6.7%
37279,5.6%
37280,0.3%
37281,0.05%
37282,-0.2%
37283,0.3%
37284,40%
37285,40%
37286,7.8%
37287,8.9%
37288,24.4%
37289,-34.7%
37290,43.4%
37291,23.8%
37292,2.40%
37293,41.57%
37294,5.9%
37295,6.1%
37296,0.2%
37297,2.2%
37298,62.7%
37299,62.8%
37300,0.5%
37301,3.2%
37302,3.5%
37303,22%
37304,14%
37305,3.7%
37306,2.8%
37307,5.9%
37308,6.1%
37309,0.2%
37310,2.2%
37311,62.7%
37312,62.8%
37313,0.5%
37314,3.2%
37315,3.5%
37316,16%
37317,4.4%
37318,36%
37319,12%
37320,75%
37321,5.9%
37322,5.9%
37323,80.7%
37324,81.1%
37325,76.7%
37326,76.8%
37327,11.8%
37328,12.0%
37329,3.5%
37330,62.8%
37331,62.7%
37332,5.9%
37333,2.0%
37334,5.9%
37335,6.1%
37336,5.9%
37337,6.1%
37338,6.1%
37339,62.7%
37340,62.8%
37341,11.8%
37342,12%
37343,6.1%
37344,5.9%
37345,5-6.5%
37346,6.1%
37347,6.1%
37348,20%
37349,40%
37350,1.5%
37351,0.77%
37352,0.77%
37353,0.30%
37354,1.2%
37355,0.1%
37356,62.8%
37357,62.9%
37358,6.1%
37359,0.77%
37360,0.70%
37361,1.06%
37362,0.77%
37363,0.77%
37364,0.30%
37365,0.34%
37366,0.40%
37367,99%
37368,25%
37369,65%
37370,25%
37371,50%
37372,80%
37373,50%
37374,90%
37375,80%
37376,80%
37377,25%
37378,12%
37379,18%
37380,58%
37381,32%
37382,4.6%
37383,0.5%
37384,70%
37385,70%
37386,100%
37387,6.1%
37388,6.1%
37389,62.9%
37390,66%
37391,1.7%
37392,1.5%
37393,0.6%
37394,2.7%
37395,1.5%
37396,0.9%
37397,40%
37398,40%
37399,20%
37400,20%
37401,76%
37402,60%
37403,3.5%
37404,10%
37405,50%
37406,2.8%
37407,3.3%
37408,3.3%
37409,2.8%
37410,200%
37411,4.7%
37412,92%
37413,100%
37414,95%
37415,63.4%
37416,63%
37417,0.7%
37418,9.2%
37419,90%
37420,40%
37421,40%
37422,35%
37423,44.8%
37424,10%
37425,100%
37426,0.50%
37427,0.75%
37428,1.6%
37429,16%
37430,110%
37431,5.9%
37432,56%
37433,5.8%
37434,1.93%
37435,90%
37436,35%
37437,95%
37438,95%
37439,31%
37440,8.4%
37441,10%
37442,24%
37443,18%
37444,22%
37445,-0.4%
37446,11%
37447,1.1%
37448,2.7%
37449,5.9%
37450,5.7%
37451,2.5%
37452,0.30%
37453,0.35%
37454,1.07%
37455,1.09%
37456,1.16%
37457,7.5%
37458,3.3%
37459,2.9%
37460,0.64%
37461,1.05%
37462,0.49%
37463,0.40%
37464,1.23%
37465,1.19%
37466,1.16%
37467,0.34%
37468,0.432%
37469,5.7%
37470,2.5%
37471,1.3%
37472,1.37%
37473,1.5%
37474,60%
37475,17%
37476,60%
37477,20%
37478,15%
37479,67%
37480,61%
37481,73%
37482,16%
37483,95%
37484,9-10%
37485,14%
37486,-10%
37487,0.5%
37488,3.8%
37489,51%
37490,13%
37491,20%
37492,15%
37493,3.6%
37494,3.8%
37495,51%
37496,13%
37497,20%
37498,1.4%
37499,10%
37500,20%
37501,13%
37502,130%
37503,40%
37504,20%
37505,19%
37506,20%
37507,-23%
37508,81%
37509,68%
37510,63%
37511,46%
37512,58%
37513,38%
37514,74%
37515,54%
37516,10%
37517,13%
37518,24%
37519,40%
37520,38%
37521,10%
37522,19%
37523,0.4%
37524,50%
37525,33%
37526,20%
37527,23%
37528,18%
37529,12%
37530,13%
37531,50%
37532,5.9%
37533,19.11%
37534,8.8%
37535,80%
37536,1.5%
37537,90%
37538,81%
37539,2.8%
37540,7.4%
37541,1.5%
37542,92%
37543,0.59%
37544,0.94%
37545,0.69%
37546,0.67%
37547,0.25%
37548,0.3%
37549,9.8%
37550,12%
37551,40%
37552,80%
37553,3.61%
37554,0.69%
37555,0.84%
37556,0.14%
37557,0.68%
37558,0.66%
37559,0.67%
37560,0.25%
37561,1.5%
37562,1.5%
37563,2.8%
37564,60%
37565,60%
37566,60%
37567,60%
37568,45%
37569,40%
37570,17%
37571,80%
37572,10%
37573,1.1%
37574,4.6%
37575,1.5%
37576,110%
37577,10-20%
37578,43.4%
37579,23.8%
37580,43.4%
37581,15%
37582,1.4%
37583,36.5%
37584,4.6%
37585,1.5%
37586,-0.25%
37587,15%
37588,15%
37589,23.69%
37590,10%
37591,10%
37592,14%
37593,17.2%
37594,12.6%
37595,9.3%
37596,2.8%
37597,2.8%
37598,2.3%
37599,15.3%
37600,5.7%
37601,4.3%
37602,40%
37603,4.2%
37604,4.5%
37605,10.5%
37606,20.6%
37607,10.6%
37608,9.4%
37609,4.6%
37610,0.51%
37611,0.74%
37612,0.71%
37613,0.19%
37614,0.68%
37615,1.2%
37616,1.5%
37617,3.3%
37618,0.4%
37619,0.1%
37620,2.34%
37621,2.62%
37622,0.14%
37623,16.48%
37624,16.28%
37625,1.5%
37626,1.6%
37627,0.23%
37628,0.29%
37629,0.22%
37630,0.39%
37631,0.59%
37632,1.19%
37633,0.36%
37634,60%
37635,40%
37636,31%
37637,27.49%
37638,14%
37639,33%
37640,29%
37641,12%
37642,3.6%
37643,0.5%
37644,4.3%
37645,12%
37646,1.5%
37647,19%
37648,24%
37649,71%
37650,11%
37651,64%
37652,2.7%
37653,0-0.2%
37654,4.2%
37655,75%
37656,75%
37657,27%
37658,100%
37659,1.9%
37660,1.5%
37661,11%
37662,90%
37663,2.28%
37664,0.04%
37665,0.36%
37666,-6%
37667,2.3%
37668,50%
37669,75%
37670,15%
37671,100%
37672,50%
37673,60%
37674,200%
37675,80%
37676,20%
37677,10%
37678,6.5%
37679,7.4%
37680,3.4%
37681,3.3%
37682,90%
37683,47%
37684,0.20%
37685,57%
37686,10.65%
37687,-23.22%
37688,-22.61%
37689,1.67%
37690,1.77%
37691,2.68%
37692,0.50%
37693,1.9%
37694,1.5%
37695,11%
37696,90%
37697,2.28%
37698,0.04%
37699,0.36%
37700,-6%
37701,2.3%
37702,50%
37703,100%
37704,19%
37705,24%
37706,62%
37707,55%
37708,60%
37709,20%
37710,29%
37711,200%
37712,10.6%
37713,14%
37714,13%
37715,0.74%
37716,1.40%
37717,3.7%
37718,2.27%
37719,20%
37720,50.6%
37721,0.74%
37722,25%
37723,44%
37724,30%
37725,92%
37726,44%
37727,30%
37728,30%
37729,25%
37730,21%
37731,21%
37732,55%
37733,30%
37734,22%
37735,10%
37736,17%
37737,76%
37738,20%
37739,60%
37740,13%
37741,13%
37742,13%
37743,10%
37744,100%
37745,19%
37746,23%
37747,80%
37748,30%
37749,21.5%
37750,36.5%
37751,3.4%
37752,3.4%
37753,38.5%
37754,40%
37755,40%
37756,17.5%
37757,15%
37758,13%
37759,6.5%
37760,20%
37761,26%
37762,20%
37763,26%
37764,20%
37765,13%
37766,2.29%
37767,1.75%
37768,1.4%
37769,2.2787%
37770,2.3356%
37771,2.03%
37772,1.074%
37773,0.8%
37774,5.8%
37775,0.82%
37776,0.24%
37777,0.02%
37778,0.75%
37779,1.17%
37780,62%
37781,31%
37782,20%
37783,80.98%
37784,5.8%
37785,0.84%
37786,0.67%
37787,0.49%
37788,0.64%
37789,1.21%
37790,1.17%
37791,0.75%
37792,0.01%
37793,0.02%
37794,9.5%
37795,200%
37796,3.9%
37797,2.8%
37798,3.3%
37799,3.3%
37800,2.8%
37801,11%
37802,50%
37803,30%
37804,17%
37805,40%
37806,50%
37807,58%
37808,67%
37809,20-40%
37810,49%
37811,20%
37812,15%
37813,62%
37814,86%
37815,15%
37816,2.2%
37817,40.3%
37818,438%
37819,4.9%
37820,13%
37821,20%
37822,4.9%
37823,13%
37824,20%
37825,0.1%
37826,50%
37827,11%
37828,-7%
37829,-7%
37830,-5%
37831,-10%
37832,-4%
37833,0.5%
37834,80%
37835,72%
37836,64%
37837,30%
37838,50%
37839,11%
37840,50%
37841,30%
37842,17%
37843,40%
37844,90%
37845,100%
37846,25%
37847,1.9%
37848,1.2%
37849,1.4%
37850,21%
37851,45%
37852,25%
37853,70%
37854,50%
37855,1.6%
37856,4.5%
37857,0.8%
37858,17%
37859,65%
37860,35%
37861,4.5%
37862,10%
37863,4.5%
37864,64%
37865,68%
37866,74%
37867,10%
37868,1.39%
37869,1.63%
37870,2.15%
37871,1.9%
37872,1.15%
37873,6.1%
37874,90%
37875,0.2%
37876,0.4%
37877,1.5%
37878,2.5%
37879,2.2%
37880,2.29%
37881,26%
37882,17%
37883,10%
37884,11%
37885,0.63%
37886,0.57%
37887,0.59%
37888,0.49%
37889,0.66%
37890,1.2%
37891,1.8%
37892,60%
37893,17%
37894,300%
37895,85%
37896,200%
37897,3.2%
37898,7.5%
37899,3.8%
37900,6.3%
37901,70%
37902,40%
37903,98%
37904,11%
37905,20%
37906,20%
37907,25%
37908,40%
37909,15%
37910,50%
37911,19%
37912,30%
37913,19%
37914,50%
37915,50%
37916,17%
37917,6.5%
37918,6.5%
37919,10%
37920,10%
37921,19%
37922,20%
37923,-23%
37924,6.5%
37925,2.5%
37926,3.1%
37927,4.3%
37928,13.6%
37929,3.0%
37930,16%
37931,30%
37932,21%
37933,14%
37934,5.5%
37935,96%
37936,20%
37937,15%
37938,67%
37939,61%
37940,73%
37941,16%
37942,50%
37943,75%
37944,20%
37945,29%
37946,15%
37947,40%
37948,50%
37949,1.7%
37950,5.5%
37951,1.5%
37952,1.5%
37953,50%
37954,26%
37955,54%
37956,106%
37957,0.0017994134%
37958,49%
37959,15%
37960,0.36%
37961,0.24%
37962,1.15%
37963,20%
37964,20%
37965,47%
37966,33%
37967,180%
37968,100%
37969,1.3%
37970,4.8%
37971,15.3%
37972,15%
37973,30%
37974,20%
37975,13%
37976,19%
37977,76%
